Name,Slug,Collection ID,Locale ID,Item ID,Archived,Draft,Created On,Updated On,Published On,Name FR,Identifier,Date/Time,TimeStart,TimeEnd,Location,Price,Description,Description FR,Notice,Notice FR,Dag_NL,Dag_FR,Maand_NL,Maand_FR,Status,Imgname
"GROTE ""POUTREL"" SPEL !!!",grote-poutrel-spel,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,66faaecc6b3c949594409deb,false,false,Mon Sep 30 2024 13:59:40 GMT+0000 (Coordinated Universal Time),Mon Oct 21 2024 14:33:16 GMT+0000 (Coordinated Universal Time),Mon Oct 21 2024 14:33:20 GMT+0000 (Coordinated Universal Time),"GRAND JEU ""POUTREL""",,Thu Oct 17 2024 08:00:00 GMT+0000 (Coordinated Universal Time),10:00,15:30,"Alle dienstecentra, tous les centres de service ",0,"Samen met andere Poutrelcentra (Forum, Het Anker, Miro & Vives) organiseert De Harmonie HET grote spel van het jaar !!!!! Een niet te missen evenement, kom samen met het team van De Harmonie naar deze unieke activiteit !","De Harmonie organise avec d'autres centres Poutrel (Forum, Het Anker, Miro & Vives) LE grand jeu de l'année !!!!! Événement immanquable, rejoignez vite l'équipe De Harmonie pour cette activité unique !",Schrijf je in bij de receptie ! We kijken ernaar uit om je daar te zien :) ,Enregistrez-vous auprès de l'accueil ! On vous attend nombreux :) ,donderdag,jeudi,oktober,octobre,Gepubliceerd,
Hallo Sinterklaas !,hallo-sinterklaas,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,673f2256d95115e4516db14c,false,false,Thu Nov 21 2024 12:06:46 GMT+0000 (Coordinated Universal Time),Thu Nov 21 2024 12:06:46 GMT+0000 (Coordinated Universal Time),Thu Nov 21 2024 12:06:51 GMT+0000 (Coordinated Universal Time),Bienvenue Saint-Nicolas,,Fri Dec 06 2024 12:00:00 GMT+0000 (Coordinated Universal Time),,,Harmonie,,"We hopen dat jullie je gedragen hebben dit jaar, anders komt de arme Grote Sint onnodig naar De Harmonie :)","On espère que vous avez été bien sages cet année, sinon le pauvre Grand Saint viendra inutilement à De Harmonie :) ",,,vrijdag,vendredi,december,décembre,Gepubliceerd,
🎁 Hallo Sinterklaas !,hallo-sinterklaas-2,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692ed71425ba6be79448bf62,false,false,Tue Dec 02 2025 12:09:56 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 13:50:31 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 13:50:31 GMT+0000 (Coordinated Universal Time),🎁 Bienvenue Saint-Nicolas,,Fri Dec 05 2025 12:00:00 GMT+0000 (Coordinated Universal Time),,,Harmonie,,"We hopen dat jullie je gedragen hebben dit jaar, anders komt de arme Grote Sint onnodig naar De Harmonie :)","On espère que vous avez été bien sages cet année, sinon le pauvre Grand Saint viendra inutilement à De Harmonie :) ",,,vrijdag,vendredi,december,décembre,Gepubliceerd,
HALLOWEEN (snoepjes voor kinderen in Noordwijk),halloween-snoepjes-voor-kinderen-in-noordwijk,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,671a31c6a237235ef1b54abe,false,false,Thu Oct 24 2024 11:38:46 GMT+0000 (Coordinated Universal Time),Thu Oct 24 2024 11:38:46 GMT+0000 (Coordinated Universal Time),Thu Oct 24 2024 11:38:50 GMT+0000 (Coordinated Universal Time),HALLOWEEN (bonbons pour les enfants du Quartier Nord),,Tue Oct 29 2024 14:00:00 GMT+0000 (Coordinated Universal Time),15:00,,De Harmonie,,Tussen 15.00 en 16.00 uur worden we overspoeld door een zwerm als monsters verklede kinderen. Je kent het oude gezegde wel: “Trick or treat”. We rekenen op jullie om ervoor te zorgen dat De Harmonie niet wordt overvallen :) ,"Entre 15h et 16h nous serons envahis par une ribambelle d'enfants déguisés en monstres. Vous connaissez la célèbre rengaine : ""un bonbon ou un sort"". On compte sur vous pour que De Harmonie ne subisse aucun sort :) ",Snoepjes verzorgd door De Harmonie,Les bonbons sont fournis par De Harmonie,dinsdag,mardi,oktober,octobre,Gepubliceerd,
Harmoween,harmoween,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,653a20cf20173d76f32e7d5b,false,false,Thu Oct 26 2023 08:18:23 GMT+0000 (Coordinated Universal Time),Thu Oct 26 2023 08:18:23 GMT+0000 (Coordinated Universal Time),Thu Oct 26 2023 08:18:29 GMT+0000 (Coordinated Universal Time),Harmoween,,Tue Oct 31 2023 07:00:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,,"Spoken komen uit hun kledingkasten en zombies uit hun graven, spinnen worden enorm groot terwijl bedwantsen en kakkerlakken piepklein worden en onder je kleren en huid kruipen... Welkom in de wereld van Halloween bij Harmonie. Pak je mooiste make-up en verkleedkleding en breng De Harmoween tot leven !","Les fantômes sortent de leur placard et les zombies de leur tombe, les araignées deviennent énormes quand les punaises et les blattes se font toutes petites pour mieux vous glisser sous les vêtements et la peau... Bienvenue dans le monde d'Halloween à de Harmonie. Prenez vos meilleurs maquillages et plus beaux déguisements pour faire vivre De Harmoween !",,,dinsdag,mardi,oktober,octobre,Gepubliceerd,
HET FEEST VAN DE VRIJWILLIGERS !!!,het-feest-van-de-vrijwilligers,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6908c378aa7565d6ffee142b,false,false,Mon Nov 03 2025 15:00:08 GMT+0000 (Coordinated Universal Time),Mon Nov 03 2025 15:00:08 GMT+0000 (Coordinated Universal Time),Mon Nov 03 2025 15:00:08 GMT+0000 (Coordinated Universal Time),LA FÊTE DES BÉNÉVOLES !!!,,Thu Nov 27 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,,LD3,,We zijn vanmiddag uitzonderlijk gesloten omdat we al onze vrijwilligers in het zonnetje zetten tijdens een speciaal voor hen georganiseerd feest. ,Nous serons exceptionnellement fermés cet après-midi car nous mettrons à l'honneur tous nos bénévoles lors d'une fête organisée spécialement pour eux. ,,,donderdag,jeudi,november,novembre,Gepubliceerd,
✨ Het kerstverhaal van MerlinConteur ✨,het-kerstverhaal-van-merlinconteur,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6931a170fdd9a613fa5d4250,false,false,Thu Dec 04 2025 14:57:52 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 14:57:52 GMT+0000 (Coordinated Universal Time),Thu Dec 04 2025 14:57:52 GMT+0000 (Coordinated Universal Time),✨ Le Conte de Noël de MerlinConteur ✨,,Tue Dec 23 2025 12:30:00 GMT+0000 (Coordinated Universal Time),13:30,,De Harmonie,,MerlinConteur is terug om zijn meest kleurrijke verhalen over het thema Kerstmis te delen. Een vleugje Andersen in de Marollen :) ,MerlinConteur revient nous partager ses contes les plus truculents autour de la thématique de Noël. Un soupçon d'Andersen dans les Marolles :) ,,,dinsdag,mardi,december,decembre,Gepubliceerd,
HIER KOMT DE ZOMER !!!!,hier-komt-de-zomer,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6494529375b7716f2182b59a,false,false,Thu Jun 22 2023 13:54:27 GMT+0000 (Coordinated Universal Time),Thu Jun 29 2023 13:25:58 GMT+0000 (Coordinated Universal Time),Thu Jun 29 2023 13:27:00 GMT+0000 (Coordinated Universal Time),VOILÀ L'ÉTÉ !!!!,,Fri Jun 30 2023 05:00:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,,"Het is eindelijk zomer ! Eerste goed nieuws: de meeste van onze reguliere activiteiten zullen nog steeds elke week plaatsvinden, met uitzondering van Mandala, dans van 11/07 tot 14/08 en Brusseleir oefeningen met Marc. Tweede goed nieuws: ondanks de zomersluiting van onze gebruikelijke locaties, zijn we erin geslaagd om een aantal geweldige concerten en toneelstukken voor jullie te vinden!
Tot slot is het belangrijk om te weten dat we gesloten zullen zijn op 21 juli en 15 augustus, evenals tijdens 'onze' vakantie van 24 juli tot 6 augustus. Tot slot willen we je eraan herinneren dat ons terras open is voor de ingang en boven (voor degenen die een beetje schaduw willen ;) ).","Voilà enfin l'été ! Première bonne nouvelle : la majeure partie de nos activités régulières auront toujours lieu chaque semaine à l'exception du Mandala, de la danse du 11/07 au 14/08 et des exercices de Brusseleir avec Marc. Deuxième bonne nouvelle : Malgré la fermeture estivale des salles de spectacles habituelles nous vous avons trouvé des concerts et pièces de théâtre de qualité !
Enfin il est important de noter que nous serons fermés le 21 juillet et le 15 août ainsi que durant ""nos"" vacances du 24 juillet au 6 août. Pour terminer nous vous rappelons que notre terrasse est ouverte devant l'entrée ainsi qu'à l'étage (pour celles et ceux qui veulent un peu d'ombre ;) )",,,,,juli - augustus,juillet - août,Gepubliceerd,
Iedereen naar La Roche-en-Ardenne !!!!,iedereen-naar-la-roche-en-ardenne,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,65ae6b2c66de835c18706f27,false,false,Mon Jan 22 2024 13:18:36 GMT+0000 (Coordinated Universal Time),Mon Jan 22 2024 13:18:36 GMT+0000 (Coordinated Universal Time),Mon Jan 22 2024 14:21:13 GMT+0000 (Coordinated Universal Time),Tout le monde à La Roche-en-Ardenne !!!!,,Mon Jan 29 2024 10:00:00 GMT+0000 (Coordinated Universal Time),11:00,,De Harmonie,,We gaan nu over tot de kern van de zaak met de inschrijvingsformulieren en betalingen. Kom en doe mee van 8 tot 12 april 2024 in het Floréal in La Roche-en-Ardenne!,On rentre dans le vif du sujet avec les fiches d'inscriptions et les paiements. Venez avec nous du 8 au 12 avril 2024 au Floréal de la Roche-en-Ardenne !,,,maandag,lundi,januari,janvier,Gepubliceerd,
Iedereen naar zee in september,iedereen-naar-zee-in-september,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,644a3a2ea5e66ba87dfebce1,false,false,Thu Apr 27 2023 09:02:37 GMT+0000 (Coordinated Universal Time),Tue May 16 2023 09:49:54 GMT+0000 (Coordinated Universal Time),Tue May 16 2023 09:49:59 GMT+0000 (Coordinated Universal Time),Tous à la mer en septembre ! ,,Tue May 16 2023 05:00:00 GMT+0000 (Coordinated Universal Time),,,Nieuwpoort,,"De Harmonie gaat van maandag 11 tot en met vrijdag 15 september met de schop en de emmer naar Nieuwpoort voor haar jaarlijkse reis. Er zijn nog een tiental plaatsen beschikbaar. De reis kost 335€/395€ (tweepersoons-/eenpersoonskamer) voor de week, dat is inclusief de kamer, ochtend- en avondmaaltijden en entertainment. Mis dit evenement niet! ","De Harmonie emmène sa pelle et son petit seau du lundi 11 au vendredi 15 septembre à Nieuwpoort pour son voyage annuel. Il reste encore une dizaine de places. Le voyage revient à 335€/395€ (chambre double/simple) pour la semaine ce qui comprend la chambre, les repas du matin et soir et les animations. Ne manquez pas cet événement incontournable ! ",,,,,,,Gepubliceerd,
iftar,iftar,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6981fae165ecc47a0c7acce1,false,false,Tue Feb 03 2026 13:40:49 GMT+0000 (Coordinated Universal Time),Tue Feb 03 2026 13:43:32 GMT+0000 (Coordinated Universal Time),Tue Feb 03 2026 13:43:32 GMT+0000 (Coordinated Universal Time),,,Fri Feb 20 2026 17:00:00 GMT+0000 (Coordinated Universal Time),,,,,"Terwijl de zon ondergaat en we het vasten van de dag afsluiten, zouden we het een eer vinden u bij ons te mogen verwelkomen voor een speciale iftar-viering. (reservatie)","Alors que le soleil se couche et que nous concluons le jeûne de la journée,nous serions honorés de vous compter parmi nous pour une celebration spéciale de l'iftar sur reservation",,,vrijdag,vendredi ,februari ,fevrier ,,
INFOSESSIE : Ergotherapeut,infosessie-ergotherapeut,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,65fc1fad319cc8d2a7973b2f,false,false,Thu Mar 21 2024 11:53:17 GMT+0000 (Coordinated Universal Time),Fri Mar 29 2024 10:06:49 GMT+0000 (Coordinated Universal Time),Fri Mar 29 2024 10:18:45 GMT+0000 (Coordinated Universal Time),SESSION INFO : Ergothérapeute,,Wed Apr 03 2024 12:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:00,De Harmonie,0,Twee ergotherapeuten komen in een ontspannen sfeer een workshop valpreventie geven.,Deux ergothérapeutes viennent donner un atelier sur la prévention des chutes dans une ambiance décontractée.,Reserveer a.u.b. je plaats zodat we het nodige aantal stoelen kunnen voorzien.,Merci de réserver votre place afin que nous puissions prévoir le nombre de chaises nécessaires. ,woensdag,mercredi,april,avril,Gepubliceerd,
"INFOSESSIE : Notaris (Testamenten, erfenissen, ...)",infosessie-notaris-testamenten-erfenissen,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,650c1f38f597020eb6b59dac,false,false,Thu Sep 21 2023 10:47:20 GMT+0000 (Coordinated Universal Time),Thu Sep 21 2023 10:47:20 GMT+0000 (Coordinated Universal Time),Thu Sep 21 2023 10:47:31 GMT+0000 (Coordinated Universal Time),"SESSION INFO : Notaire (Testaments, Successions, ...)",,Wed Oct 04 2023 12:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:30,De Harmonie,0,"Olivier de Clippele, geassocieerde notaris bij Notabel, komt speciaal naar De Harmonie om een informatiesessie te geven over alles wat te maken heeft met testamenten, erfenissen en andere documenten en beslissingen die te maken hebben met de overdracht van onroerend goed aan het einde van het leven. De presentatie wordt gevolgd door een vraag-en-antwoordsessie in groepsverband en wordt afgesloten met een licht hapje waarbij je haar kunt benaderen om je meer persoonlijke vragen te stellen. ","Olivier de Clippele, notaire associé de l'Étude Notariale Notabel, viendra tout spécialement à De Harmonie pour vous offrir une séance d'information sur tout ce qui a attrait aux testaments, successions, et autres documents et décisions en lien avec la transmission en fin de vie. La présentation sera suivie d'une séance de questions-réponses en groupe, et se clôturera par un petit goûter où il sera possible de l'approcher pour lui poser vos questions plus personnelles. ",Reserveer a.u.b. je plaats zodat we het nodige aantal stoelen kunnen voorzien.,Merci de réserver votre place afin que nous puissions prévoir le nombre de chaises nécessaires. ,woensdag,mercredi,oktober,octobre,Gepubliceerd,
"INFOSESSIE : Notaris (Testamenten, erfenissen, ...)",infosessie-notaris-testamenten-erfenissen-2,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,65d75d016c7146b0aaf593f7,false,false,Thu Feb 22 2024 14:41:05 GMT+0000 (Coordinated Universal Time),Thu Feb 29 2024 11:37:05 GMT+0000 (Coordinated Universal Time),Thu Feb 29 2024 11:37:17 GMT+0000 (Coordinated Universal Time),"SESSION INFO : Notaire (Testaments, Successions, ...)",,Wed Mar 06 2024 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:30,De Harmonie,0,"Olivier de Clippele, geassocieerde notaris bij Notabel, komt speciaal naar De Harmonie om een informatiesessie te geven over alles wat te maken heeft met testamenten, erfenissen en andere documenten en beslissingen die te maken hebben met de overdracht van onroerend goed aan het einde van het leven. De presentatie wordt gevolgd door een vraag-en-antwoordsessie in groepsverband en wordt afgesloten met een licht hapje waarbij je haar kunt benaderen om je meer persoonlijke vragen te stellen. ","Olivier de Clippele, notaire associé de l'Étude Notariale Notabel, viendra tout spécialement à De Harmonie pour vous offrir une séance d'information sur tout ce qui a attrait aux testaments, successions, et autres documents et décisions en lien avec la transmission en fin de vie. La présentation sera suivie d'une séance de questions-réponses en groupe, et se clôturera par un petit goûter où il sera possible de l'approcher pour lui poser vos questions plus personnelles. ",Reserveer a.u.b. je plaats zodat we het nodige aantal stoelen kunnen voorzien.,Merci de réserver votre place afin que nous puissions prévoir le nombre de chaises nécessaires. ,woensdag,mercredi,maart,mars,Gepubliceerd,
INFOSESSIE : OCMW Brussel: Hoe kunt u schulden vermijden?,infosessie-ocmw-brussel-hoe-kunt-u-schulden-vermijden,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,665466117bcc52b5a4db56fa,false,false,Mon May 27 2024 10:53:05 GMT+0000 (Coordinated Universal Time),Mon May 27 2024 10:53:05 GMT+0000 (Coordinated Universal Time),Mon May 27 2024 10:53:11 GMT+0000 (Coordinated Universal Time),SESSION INFO : CPAS de Bruxelles : Comment éviter les dettes ?,,Wed Jun 05 2024 12:00:00 GMT+0000 (Coordinated Universal Time),14:00,16:30,De Harmonie,0,"Het Brusselse OCMW komt ons alles vertellen over schulden: hoe ze te vermijden, hoe ze kwijt te raken, hoe ze niet door te geven aan onze kinderen, enz. ","Le CPAS de Bruxelles vient tout nous dire au sujet des dettes : comment les éviter, comment s'en débarrasser, comment ne pas les transmettre à nos enfants, etc. ",Reserveer a.u.b. je plaats zodat we het nodige aantal stoelen kunnen voorzien.,Merci de réserver votre place afin que nous puissions prévoir le nombre de chaises nécessaires. ,woensdag,mercredi,juni,juin,Gepubliceerd,
INFOSESSIE : Senior Focus Box,infosessie-senior-focus-box,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6909d7b64668ee2c501e5252,false,false,Tue Nov 04 2025 10:38:46 GMT+0000 (Coordinated Universal Time),Tue Nov 04 2025 10:38:46 GMT+0000 (Coordinated Universal Time),Tue Nov 04 2025 10:38:46 GMT+0000 (Coordinated Universal Time),"SESSION INFO : ""Boîte Senior Focus""",,Thu Nov 13 2025 12:45:00 GMT+0000 (Coordinated Universal Time),13:45,,De Harmonie,0,De stad Brussel biedt u ‘brooddozen’ aan die u in uw koelkast kunt bewaren met al uw medische informatie. Het personeel van de spoeddienst is opgeleid om deze doos direct te herkennen (dankzij een sticker aan de buitenkant) en zo een snellere en efficiëntere behandeling mogelijk te maken. Aan het einde van de informatiesessie hebben we een aantal dozen die we gratis aan u kunnen uitdelen. ,"La ville de Bruxelles vous propose des ""boîtes à tartines"" à mettre dans votre frigo avec toutes vos informations médicales. Le personnel des soins d'urgence est formé pour repérer directement cette boîte (grâce à un sticker à l'extérieur) et ainsi faciliter une prise en charge plus rapide et plus efficace. A la fin de la session d'information nous avons quelques boîtes que nous pouvons vous distribuer, c'est gratuit. ",Reserveer a.u.b. je plaats zodat we het nodige aantal stoelen kunnen voorzien.,Merci de réserver votre place afin que nous puissions prévoir le nombre de chaises nécessaires. ,donderdag,jeudi,november,novembre,Gepubliceerd,
INFOSESSION : GazElec (Gas en Elektriciteit),infosession-gazelec-gas-en-elektriciteit,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6565bafd88f52ea59bd3b18c,false,false,Tue Nov 28 2023 10:03:41 GMT+0000 (Coordinated Universal Time),Fri Dec 15 2023 14:24:19 GMT+0000 (Coordinated Universal Time),Fri Dec 15 2023 14:33:03 GMT+0000 (Coordinated Universal Time),INFOSESSION : GazElec (Gaz et électricité),,Wed Jan 10 2024 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,,De Harmonie,,"Infor GazElec, het Brusselse informatiecentrum voor gas- en elektriciteitsverbruikers, geeft tips over hoe je geld kunt besparen op je energierekening. Na de presentatie volgt een vraag-en-antwoordsessie over jouw specifieke situatie. ","Infor GazElec, centre d'information bruxellois pour les consommateurs et consommatrices de gaz et d'électricité, viendra nous partager ses bons plans pour faire des économies au niveau de nos factures d'énergie. Une séance de questions-réponses sur vos cas particuliers suivra la présentation. ",Schrijf je in zodat we genoeg plaatsen in de zaal hebben :) ,Merci de vous inscrire afin que nous puissions prévoir suffisamment de places assises dans la salle :) ,woensdag,mercredi,januari,janvier,Gepubliceerd,
INFOSESSION : vzw BRAVVO (rechtsbijstand en lokale bemiddeling) ,infosession-vzw-bravvo-rechtsbijstand-en-lokale-bemiddeling,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,653a2a46a5a338ff89e7b2c0,false,false,Thu Oct 26 2023 08:58:46 GMT+0000 (Coordinated Universal Time),Thu Oct 26 2023 08:58:46 GMT+0000 (Coordinated Universal Time),Thu Oct 26 2023 08:58:54 GMT+0000 (Coordinated Universal Time),INFOSESSION : asbl BRAVVO (aide juridique et médiation locale),,Wed Nov 08 2023 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,,De Harmonie,0,"Bravvo is de preventiedienst van de Stad Brussel en zet zich in tegen sociale uitsluiting en het gevoel van onveiligheid in de stad. Steunend op dialoog, begrip voor de ander en wederzijds respect, benadert Bravvo als bijzonder preventieorgaan het leven in de wijk vanuit multidisciplinaire hoek.","Bravvo est le service de prévention de la Ville de Bruxelles, en charge de la lutte contre l’exclusion sociale et le sentiment d’insécurité. Fondée sur le dialogue, la connaissance de l’autre et le respect mutuel, Bravvo propose une approche pluridisciplinaire au plus proche de la vie de quartier",,,woensdag,mercredi,november,novembre,Gepubliceerd,
Internationale kersttruiendag,internationale-kersttruiendag,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6555fd32c75b76889855bbd6,false,false,Thu Nov 16 2023 11:29:54 GMT+0000 (Coordinated Universal Time),Thu Nov 16 2023 11:29:54 GMT+0000 (Coordinated Universal Time),Thu Nov 16 2023 11:30:01 GMT+0000 (Coordinated Universal Time),Journée internationale du Pull de Noël,144,Fri Dec 15 2023 10:00:00 GMT+0000 (Coordinated Universal Time),12:00,,De Harmonie,0,Kom met je mooiste kersttrui !!!,Venez avec votre plus beau pull de Noël !!!,,,vrijdag,vendredi,december,décembre,Gepubliceerd,gelooftradities.png
🧧 Kerstkaartjes,kerstkaartjes,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692edb7d0b0926fc79219741,false,false,Tue Dec 02 2025 12:28:45 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 13:52:25 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 13:52:25 GMT+0000 (Coordinated Universal Time),🧧 Cartes de Noël,,Tue Dec 09 2025 13:00:00 GMT+0000 (Coordinated Universal Time),14:00,,De Harmonie,,Ons team van stagiaires nodigt u uit voor een workshop kerstkaarten maken. Laat uw fantasie de vrije loop voor uw eindejaarswensen. ,Notre équipe de stagiaires vous invite à une animation de création de cartes de Noël. Laissez parler votre imagination pour vos voeux de fin d'année. ,,,dinsdag,mardi,december,decembre,Gepubliceerd,
🎄Kerstmenu🎄,kerstmenu,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,692ed9abb35e5e2c2347f5fc,false,false,Tue Dec 02 2025 12:20:59 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 12:20:59 GMT+0000 (Coordinated Universal Time),Tue Dec 02 2025 12:20:59 GMT+0000 (Coordinated Universal Time),🎄Menu de Noël 🎄,,Fri Dec 19 2025 10:30:00 GMT+0000 (Coordinated Universal Time),,,De Harmonie,16,"Dit jaar heeft het keukenteam het volgende menu voor u samengesteld: ~
Kir Royal
~
Aspergesoep
~
Gerookte zalm
~
Kerstparelhoen met een verrassingssaus, appel met veenbessen en duchesse-aardappeltjes
~
Kerststronk ","Cette année, l'équipe en cuisine vous a concocté le menu suivant : ~
Kir Royal
~
Velouté d'asperges
~
Saumon fumé
~
Pintade de Noël avec une sauce surprise, Pomme aux airelles et Pommes Duchesses
~
Bûche de Noël ",OP RESERVERING !,SUR RÉSERVATION !,vrijdag,vendredi,december,decembre,Gepubliceerd,
Kerstmis drank,kerstmis-drank,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6570515fea702dbd48403f6c,false,false,Wed Dec 06 2023 10:47:59 GMT+0000 (Coordinated Universal Time),Wed Dec 06 2023 10:47:59 GMT+0000 (Coordinated Universal Time),Wed Dec 06 2023 10:48:08 GMT+0000 (Coordinated Universal Time),Drink de Noël,,Tue Dec 26 2023 11:00:00 GMT+0000 (Coordinated Universal Time),12:00,,De Harmonie,,Dit jaar hebben we besloten onze tradities om te draaien : een glas voor Kerstmis en een feestelijke maaltijd voor Nieuwjaar ! Kom op dinsdag 26 december 's middags bij ons langs voor een glas bubbels. ,Cette année nous avons décidé d'inverser nos traditions : une coupe pour Noël et un repas de fête pour le Nouvel An ! Venez nous rejoindre pour partager une coupe de bulles à midi ce mardi 26 décembre. ,"Als je op zoek bent naar een gezellige kerstmaaltijd, kunnen we je de verschillende dienstencentra van onze Poutrel-organisatie aanraden: Forum (18/12), Het Anker (19/12), Miro (20/12), Cosmos en Vives (25/12). We bevelen ook de kerstmaaltijden aan die worden georganiseerd door de buurtcentra La Flêche en Le Millénaire (21/12). ","Si vous cherchez un joyeux repas de Noël nous pouvons vous recommander les différents centres de service de notre organisation Poutrel : Forum (18/12), Het Anker (19/12), Miro (20/12), Cosmos et Vives (25/12). Nous vous recommandons également les repas de Noël organisés par les maisons de quartier La Flêche et Le Millénaire (21/12). ",dinsdag,mardi,december,decembre,Gepubliceerd,
Koninklijke Serres van Laeken,koninklijke-serres-van-laeken,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,6436ae61fd8e724fd45de3f3,false,false,Wed Apr 12 2023 13:13:05 GMT+0000 (Coordinated Universal Time),Wed Apr 12 2023 13:13:05 GMT+0000 (Coordinated Universal Time),Wed Apr 12 2023 13:13:10 GMT+0000 (Coordinated Universal Time),Serres Royales de Laeken,,Tue Apr 18 2023 12:30:00 GMT+0000 (Coordinated Universal Time),14:30,,Serres Royales de Laeken,5,"De Koninklijke Serres van Laken zijn slechts 3 weken per jaar open, dus laten we er het beste van maken :) Een deel van de rondleiding gaat ook door de tuinen van het Koninklijk Paleis. ","Les Serres Royales de Laeken ne sont ouvertes que 3 semaines par an, alors on en profite :) Une partie du parcours vous fera également découvrir les jardins du Palais Royal. ",,,dinsdag,mardi,april,avril,Gepubliceerd,
Kookactiviteit,kookactiviteit,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,644a38227f3422dae17bd930,false,false,Thu Apr 27 2023 08:53:54 GMT+0000 (Coordinated Universal Time),Thu Apr 27 2023 08:53:54 GMT+0000 (Coordinated Universal Time),Thu Apr 27 2023 08:54:06 GMT+0000 (Coordinated Universal Time),Activité Cuisine,,Thu May 04 2023 11:30:00 GMT+0000 (Coordinated Universal Time),13:30,16:00,De Harmonie,,"Souhaïla, een studente op stage, stelt een kookactiviteit voor om samen een dessert te bereiden. Deze activiteit zal maar één keer plaatsvinden dus mis het niet :) ","Étudiante en stage, Souhaïla propose une activité cuisine pour préparer ensemble un dessert. Cette activité n'aura lieu qu'une fois alors ne la manquez pas :) ",,,donderdag,jeudi,mei,mai,Gepubliceerd,
"KOOR : ""Magnificat"" in De Harmonie",koor-magnificat-in-de-harmonie,6218bc292822d0fe3ce3347b,653ad4ede882f528b327d8f8,66433fef79906f3c7e102103,false,false,Tue May 14 2024 10:41:51 GMT+0000 (Coordinated Universal Time),Tue May 14 2024 10:41:51 GMT+0000 (Coordinated Universal Time),Tue May 14 2024 10:41:57 GMT+0000 (Coordinated Universal Time),"CHORALE : ""Magnificat"" à De Harmonie",,Sat May 18 2024 12:00:00 GMT+0000 (Coordinated Universal Time),14:00,15:00,De Harmonie,,"Op het programma staan liedjes in het Kirundi, Swahili, Frans en Engels. De liedjes zullen worden gezongen op Burundese ritmes en dansen.
Mis deze mooi en unieke kans niet.","Au programme, il y aura des chants en Kirundi, en Swahili, en Français et en Anglais. Il s'agira des chants rythmés et dansés à la burundaise.
Ne ratez pas cette belle et unique occasion.",,,zaterdag,samedi,mei,mai,Gepubliceerd,
